"","av","Time","SharePerHour"
"15790","TV/radio",1349,22.86
"15791","Cultural leisure",1350,2.85
"15792","Domestic work",1350,3.87
"15793","Eat drink",1350,8.18
"15794","Miscellaneous",1350,7.46
"15795","Nonsocial leisure",1350,5.73
"15796","Paid work",1350,2.08
"15797","Personal care",1350,17.28
"15798","Religion and volunteering",1350,1.21
"15799","School / Study",1350,0.35
"15800","Social leisure",1350,25.49
"15801","Sport exercise",1350,2.65
"15802","TV/radio",1350,22.84
"15803","Cultural leisure",1351,2.23
"15804","Domestic work",1351,3.62
"15805","Eat drink",1351,7.56
"15806","Miscellaneous",1351,8.11
"15807","Nonsocial leisure",1351,6.12
"15808","Paid work",1351,1.76
"15809","Personal care",1351,25.09
"15810","Religion and volunteering",1351,0.92
"15811","School / Study",1351,0.27
"15812","Social leisure",1351,22.59
"15813","Sport exercise",1351,1.93
"15814","TV/radio",1351,19.79
"15815","Cultural leisure",1352,2.28
"15816","Domestic work",1352,3.62
"15817","Eat drink",1352,7.54
"15818","Miscellaneous",1352,8.06
"15819","Nonsocial leisure",1352,6.12
"15820","Paid work",1352,1.76
"15821","Personal care",1352,25.02
"15822","Religion and volunteering",1352,0.92
"15823","School / Study",1352,0.27
"15824","Social leisure",1352,22.61
"15825","Sport exercise",1352,1.93
"15826","TV/radio",1352,19.86
"15827","Cultural leisure",1353,2.28
"15828","Domestic work",1353,3.62
"15829","Eat drink",1353,7.54
"15830","Miscellaneous",1353,7.96
"15831","Nonsocial leisure",1353,6.1
"15832","Paid work",1353,1.76
"15833","Personal care",1353,25.17
"15834","Religion and volunteering",1353,0.92
"15835","School / Study",1353,0.27
"15836","Social leisure",1353,22.59
"15837","Sport exercise",1353,1.93
"15838","TV/radio",1353,19.86
"15839","Cultural leisure",1354,2.28
"15840","Domestic work",1354,3.62
"15841","Eat drink",1354,7.56
"15842","Miscellaneous",1354,7.96
"15843","Nonsocial leisure",1354,6.1
"15844","Paid work",1354,1.76
"15845","Personal care",1354,25.17
"15846","Religion and volunteering",1354,0.92
"15847","School / Study",1354,0.27
"15848","Social leisure",1354,22.56
"15849","Sport exercise",1354,1.93
"15850","TV/radio",1354,19.86
"15851","Cultural leisure",1355,2.28
"15852","Domestic work",1355,3.62
"15853","Eat drink",1355,7.56
"15854","Miscellaneous",1355,7.91
"15855","Nonsocial leisure",1355,6.12
"15856","Paid work",1355,1.76
"15857","Personal care",1355,25.19
"15858","Religion and volunteering",1355,0.92
"15859","School / Study",1355,0.27
"15860","Social leisure",1355,22.54
"15861","Sport exercise",1355,1.93
"15862","TV/radio",1355,19.89
"15863","Cultural leisure",1356,2.41
"15864","Domestic work",1356,3.62
"15865","Eat drink",1356,7.36
"15866","Miscellaneous",1356,7.34
"15867","Nonsocial leisure",1356,5.98
"15868","Paid work",1356,1.76
"15869","Personal care",1356,25.84
"15870","Religion and volunteering",1356,0.89
"15871","School / Study",1356,0.27
"15872","Social leisure",1356,22.49
"15873","Sport exercise",1356,1.88
"15874","TV/radio",1356,20.16
"15875","Cultural leisure",1357,2.38
"15876","Domestic work",1357,3.6
"15877","Eat drink",1357,7.39
"15878","Miscellaneous",1357,7.36
"15879","Nonsocial leisure",1357,6
"15880","Paid work",1357,1.76
"15881","Personal care",1357,25.86
"15882","Religion and volunteering",1357,0.87
"15883","School / Study",1357,0.27
"15884","Social leisure",1357,22.49
"15885","Sport exercise",1357,1.88
"15886","TV/radio",1357,20.13
"15887","Cultural leisure",1358,2.38
"15888","Domestic work",1358,3.6
"15889","Eat drink",1358,7.36
"15890","Miscellaneous",1358,7.36
"15891","Nonsocial leisure",1358,6
"15892","Paid work",1358,1.76
"15893","Personal care",1358,25.86
"15894","Religion and volunteering",1358,0.87
"15895","School / Study",1358,0.27
"15896","Social leisure",1358,22.49
"15897","Sport exercise",1358,1.88
"15898","TV/radio",1358,20.16
"15899","Cultural leisure",1359,2.36
"15900","Domestic work",1359,3.62
"15901","Eat drink",1359,7.36
"15902","Miscellaneous",1359,7.36
"15903","Nonsocial leisure",1359,5.98
"15904","Paid work",1359,1.76
"15905","Personal care",1359,25.89
"15906","Religion and volunteering",1359,0.87
"15907","School / Study",1359,0.27
"15908","Social leisure",1359,22.49
"15909","Sport exercise",1359,1.88
"15910","TV/radio",1359,20.16
"15911","Cultural leisure",1360,2.36
"15912","Domestic work",1360,3.62
"15913","Eat drink",1360,7.34
"15914","Miscellaneous",1360,7.34
"15915","Nonsocial leisure",1360,5.98
"15916","Paid work",1360,1.76
"15917","Personal care",1360,25.94
"15918","Religion and volunteering",1360,0.87
"15919","School / Study",1360,0.27
"15920","Social leisure",1360,22.49
"15921","Sport exercise",1360,1.88
"15922","TV/radio",1360,20.16
"15923","Cultural leisure",1361,2.36
"15924","Domestic work",1361,3.52
"15925","Eat drink",1361,7.19
"15926","Miscellaneous",1361,7.24
"15927","Nonsocial leisure",1361,5.38
"15928","Paid work",1361,1.79
"15929","Personal care",1361,26.98
"15930","Religion and volunteering",1361,0.82
"15931","School / Study",1361,0.25
"15932","Social leisure",1361,22.54
"15933","Sport exercise",1361,1.83
"15934","TV/radio",1361,20.11
"15935","Cultural leisure",1362,2.36
"15936","Domestic work",1362,3.52
"15937","Eat drink",1362,7.19
"15938","Miscellaneous",1362,7.22
"15939","Nonsocial leisure",1362,5.38
"15940","Paid work",1362,1.79
"15941","Personal care",1362,27.03
"15942","Religion and volunteering",1362,0.82
"15943","School / Study",1362,0.25
"15944","Social leisure",1362,22.51
"15945","Sport exercise",1362,1.83
"15946","TV/radio",1362,20.11
"15947","Cultural leisure",1363,2.36
"15948","Domestic work",1363,3.55
"15949","Eat drink",1363,7.19
"15950","Miscellaneous",1363,7.24
"15951","Nonsocial leisure",1363,5.38
"15952","Paid work",1363,1.79
"15953","Personal care",1363,27.03
"15954","Religion and volunteering",1363,0.82
"15955","School / Study",1363,0.25
"15956","Social leisure",1363,22.46
"15957","Sport exercise",1363,1.83
"15958","TV/radio",1363,20.11
"15959","Cultural leisure",1364,2.38
"15960","Domestic work",1364,3.55
"15961","Eat drink",1364,7.19
"15962","Miscellaneous",1364,7.22
"15963","Nonsocial leisure",1364,5.38
"15964","Paid work",1364,1.79
"15965","Personal care",1364,27.03
"15966","Religion and volunteering",1364,0.82
"15967","School / Study",1364,0.25
"15968","Social leisure",1364,22.46
"15969","Sport exercise",1364,1.83
"15970","TV/radio",1364,20.11
"15971","Cultural leisure",1365,2.38
"15972","Domestic work",1365,3.55
"15973","Eat drink",1365,7.19
"15974","Miscellaneous",1365,7.22
"15975","Nonsocial leisure",1365,5.41
"15976","Paid work",1365,1.79
"15977","Personal care",1365,27
"15978","Religion and volunteering",1365,0.82
"15979","School / Study",1365,0.25
"15980","Social leisure",1365,22.46
"15981","Sport exercise",1365,1.83
"15982","TV/radio",1365,20.11
"15983","Cultural leisure",1366,2.28
"15984","Domestic work",1366,3.32
"15985","Eat drink",1366,6.97
"15986","Miscellaneous",1366,7.19
"15987","Nonsocial leisure",1366,5.6
"15988","Paid work",1366,1.76
"15989","Personal care",1366,28.99
"15990","Religion and volunteering",1366,0.77
"15991","School / Study",1366,0.2
"15992","Social leisure",1366,21.13
"15993","Sport exercise",1366,1.83
"15994","TV/radio",1366,19.96
"15995","Cultural leisure",1367,2.28
"15996","Domestic work",1367,3.32
"15997","Eat drink",1367,6.99
"15998","Miscellaneous",1367,7.17
"15999","Nonsocial leisure",1367,5.6
"16000","Paid work",1367,1.76
"16001","Personal care",1367,29.01
"16002","Religion and volunteering",1367,0.77
"16003","School / Study",1367,0.2
"16004","Social leisure",1367,21.1
"16005","Sport exercise",1367,1.83
"16006","TV/radio",1367,19.96
"16007","Cultural leisure",1368,2.28
"16008","Domestic work",1368,3.32
"16009","Eat drink",1368,7.02
"16010","Miscellaneous",1368,7.19
"16011","Nonsocial leisure",1368,5.6
"16012","Paid work",1368,1.76
"16013","Personal care",1368,28.99
"16014","Religion and volunteering",1368,0.77
"16015","School / Study",1368,0.2
"16016","Social leisure",1368,21.08
"16017","Sport exercise",1368,1.83
"16018","TV/radio",1368,19.96
"16019","Cultural leisure",1369,2.31
"16020","Domestic work",1369,3.32
"16021","Eat drink",1369,7.02
"16022","Miscellaneous",1369,7.19
"16023","Nonsocial leisure",1369,5.6
"16024","Paid work",1369,1.76
"16025","Personal care",1369,28.96
"16026","Religion and volunteering",1369,0.77
"16027","School / Study",1369,0.2
"16028","Social leisure",1369,21.08
"16029","Sport exercise",1369,1.83
"16030","TV/radio",1369,19.96
"16031","Cultural leisure",1370,2.31
"16032","Domestic work",1370,3.32
"16033","Eat drink",1370,7.02
"16034","Miscellaneous",1370,7.22
"16035","Nonsocial leisure",1370,5.58
"16036","Paid work",1370,1.76
"16037","Personal care",1370,28.96
"16038","Religion and volunteering",1370,0.77
"16039","School / Study",1370,0.2
"16040","Social leisure",1370,21.08
"16041","Sport exercise",1370,1.83
"16042","TV/radio",1370,19.96
"16043","Cultural leisure",1371,2.23
"16044","Domestic work",1371,3.27
"16045","Eat drink",1371,7.02
"16046","Miscellaneous",1371,7.44
"16047","Nonsocial leisure",1371,5.41
"16048","Paid work",1371,1.74
"16049","Personal care",1371,29.88
"16050","Religion and volunteering",1371,0.74
"16051","School / Study",1371,0.22
"16052","Social leisure",1371,20.63
"16053","Sport exercise",1371,1.69
"16054","TV/radio",1371,19.74
"16055","Cultural leisure",1372,2.23
"16056","Domestic work",1372,3.27
"16057","Eat drink",1372,7.02
"16058","Miscellaneous",1372,7.41
"16059","Nonsocial leisure",1372,5.41
"16060","Paid work",1372,1.74
"16061","Personal care",1372,29.88
"16062","Religion and volunteering",1372,0.74
"16063","School / Study",1372,0.22
"16064","Social leisure",1372,20.63
"16065","Sport exercise",1372,1.69
"16066","TV/radio",1372,19.76
"16067","Cultural leisure",1373,2.23
"16068","Domestic work",1373,3.25
"16069","Eat drink",1373,7.04
"16070","Miscellaneous",1373,7.41
"16071","Nonsocial leisure",1373,5.38
"16072","Paid work",1373,1.74
"16073","Personal care",1373,29.9
"16074","Religion and volunteering",1373,0.74
"16075","School / Study",1373,0.22
"16076","Social leisure",1373,20.63
"16077","Sport exercise",1373,1.69
"16078","TV/radio",1373,19.76
"16079","Cultural leisure",1374,2.23
"16080","Domestic work",1374,3.25
"16081","Eat drink",1374,7.04
"16082","Miscellaneous",1374,7.41
"16083","Nonsocial leisure",1374,5.38
"16084","Paid work",1374,1.74
"16085","Personal care",1374,29.93
"16086","Religion and volunteering",1374,0.74
"16087","School / Study",1374,0.22
"16088","Social leisure",1374,20.63
"16089","Sport exercise",1374,1.69
"16090","TV/radio",1374,19.74
"16091","Cultural leisure",1375,2.23
"16092","Domestic work",1375,3.25
"16093","Eat drink",1375,7.04
"16094","Miscellaneous",1375,7.41
"16095","Nonsocial leisure",1375,5.38
"16096","Paid work",1375,1.74
"16097","Personal care",1375,29.93
"16098","Religion and volunteering",1375,0.74
"16099","School / Study",1375,0.22
"16100","Social leisure",1375,20.63
"16101","Sport exercise",1375,1.69
"16102","TV/radio",1375,19.74
"16103","Cultural leisure",1376,2.31
"16104","Domestic work",1376,3.17
"16105","Eat drink",1376,7.12
"16106","Miscellaneous",1376,7.54
"16107","Nonsocial leisure",1376,5.16
"16108","Paid work",1376,1.71
"16109","Personal care",1376,30.2
"16110","Religion and volunteering",1376,0.77
"16111","School / Study",1376,0.22
"16112","Social leisure",1376,20.38
"16113","Sport exercise",1376,1.69
"16114","TV/radio",1376,19.74
"16115","Cultural leisure",1377,2.31
"16116","Domestic work",1377,3.17
"16117","Eat drink",1377,7.12
"16118","Miscellaneous",1377,7.54
"16119","Nonsocial leisure",1377,5.16
"16120","Paid work",1377,1.71
"16121","Personal care",1377,30.28
"16122","Religion and volunteering",1377,0.77
"16123","School / Study",1377,0.22
"16124","Social leisure",1377,20.33
"16125","Sport exercise",1377,1.69
"16126","TV/radio",1377,19.71
"16127","Cultural leisure",1378,2.31
"16128","Domestic work",1378,3.17
"16129","Eat drink",1378,7.12
"16130","Miscellaneous",1378,7.54
"16131","Nonsocial leisure",1378,5.13
"16132","Paid work",1378,1.71
"16133","Personal care",1378,30.3
"16134","Religion and volunteering",1378,0.77
"16135","School / Study",1378,0.22
"16136","Social leisure",1378,20.33
"16137","Sport exercise",1378,1.69
"16138","TV/radio",1378,19.71
"16139","Cultural leisure",1379,2.28
"16140","Domestic work",1379,3.17
"16141","Eat drink",1379,7.12
"16142","Miscellaneous",1379,7.54
"16143","Nonsocial leisure",1379,5.16
"16144","Paid work",1379,1.71
"16145","Personal care",1379,30.32
"16146","Religion and volunteering",1379,0.77
"16147","School / Study",1379,0.22
"16148","Social leisure",1379,20.31
"16149","Sport exercise",1379,1.69
"16150","TV/radio",1379,19.71
"16151","Cultural leisure",1380,2.28
"16152","Domestic work",1380,3.2
"16153","Eat drink",1380,7.12
"16154","Miscellaneous",1380,7.54
"16155","Nonsocial leisure",1380,5.13
"16156","Paid work",1380,1.71
"16157","Personal care",1380,30.35
"16158","Religion and volunteering",1380,0.77
"16159","School / Study",1380,0.22
"16160","Social leisure",1380,20.31
"16161","Sport exercise",1380,1.69
"16162","TV/radio",1380,19.69
"16163","Cultural leisure",1381,1.96
"16164","Domestic work",1381,2.8
"16165","Eat drink",1381,6
"16166","Miscellaneous",1381,9.03
"16167","Nonsocial leisure",1381,5.6
"16168","Paid work",1381,1.54
"16169","Personal care",1381,39.67
"16170","Religion and volunteering",1381,0.57
"16171","School / Study",1381,0.17
"16172","Social leisure",1381,14.75
"16173","Sport exercise",1381,1.31
"16174","TV/radio",1381,16.59
"16175","Cultural leisure",1382,1.98
"16176","Domestic work",1382,2.8
"16177","Eat drink",1382,6.03
"16178","Miscellaneous",1382,8.95
"16179","Nonsocial leisure",1382,5.58
"16180","Paid work",1382,1.54
"16181","Personal care",1382,39.7
"16182","Religion and volunteering",1382,0.57
"16183","School / Study",1382,0.17
"16184","Social leisure",1382,14.75
"16185","Sport exercise",1382,1.31
"16186","TV/radio",1382,16.61
"16187","Cultural leisure",1383,1.98
"16188","Domestic work",1383,2.8
"16189","Eat drink",1383,6
"16190","Miscellaneous",1383,8.93
"16191","Nonsocial leisure",1383,5.6
"16192","Paid work",1383,1.54
"16193","Personal care",1383,39.72
"16194","Religion and volunteering",1383,0.57
"16195","School / Study",1383,0.17
"16196","Social leisure",1383,14.75
"16197","Sport exercise",1383,1.31
"16198","TV/radio",1383,16.61
"16199","Cultural leisure",1384,1.98
"16200","Domestic work",1384,2.83
"16201","Eat drink",1384,5.98
"16202","Miscellaneous",1384,8.95
"16203","Nonsocial leisure",1384,5.55
"16204","Paid work",1384,1.54
"16205","Personal care",1384,39.75
"16206","Religion and volunteering",1384,0.55
"16207","School / Study",1384,0.17
"16208","Social leisure",1384,14.75
"16209","Sport exercise",1384,1.31
"16210","TV/radio",1384,16.64
"16211","Cultural leisure",1385,1.98
"16212","Domestic work",1385,2.83
"16213","Eat drink",1385,5.95
"16214","Miscellaneous",1385,8.98
"16215","Nonsocial leisure",1385,5.55
"16216","Paid work",1385,1.54
"16217","Personal care",1385,39.77
"16218","Religion and volunteering",1385,0.55
"16219","School / Study",1385,0.17
"16220","Social leisure",1385,14.73
"16221","Sport exercise",1385,1.31
"16222","TV/radio",1385,16.64
"16223","Cultural leisure",1386,1.93
"16224","Domestic work",1386,2.7
"16225","Eat drink",1386,6.17
"16226","Miscellaneous",1386,8.23
"16227","Nonsocial leisure",1386,5.31
"16228","Paid work",1386,1.54
"16229","Personal care",1386,40.89
"16230","Religion and volunteering",1386,0.55
"16231","School / Study",1386,0.15
"16232","Social leisure",1386,14.63
"16233","Sport exercise",1386,1.21
"16234","TV/radio",1386,16.69
"16235","Cultural leisure",1387,1.93
"16236","Domestic work",1387,2.7
"16237","Eat drink",1387,6.15
"16238","Miscellaneous",1387,8.26
"16239","Nonsocial leisure",1387,5.28
"16240","Paid work",1387,1.54
"16241","Personal care",1387,40.89
"16242","Religion and volunteering",1387,0.55
"16243","School / Study",1387,0.15
"16244","Social leisure",1387,14.63
"16245","Sport exercise",1387,1.21
"16246","TV/radio",1387,16.71
"16247","Cultural leisure",1388,1.91
"16248","Domestic work",1388,2.7
"16249","Eat drink",1388,6.12
"16250","Miscellaneous",1388,8.21
"16251","Nonsocial leisure",1388,5.31
"16252","Paid work",1388,1.54
"16253","Personal care",1388,40.99
"16254","Religion and volunteering",1388,0.55
"16255","School / Study",1388,0.15
"16256","Social leisure",1388,14.6
"16257","Sport exercise",1388,1.21
"16258","TV/radio",1388,16.71
"16259","Cultural leisure",1389,1.88
"16260","Domestic work",1389,2.7
"16261","Eat drink",1389,6.12
"16262","Miscellaneous",1389,8.18
"16263","Nonsocial leisure",1389,5.33
"16264","Paid work",1389,1.54
"16265","Personal care",1389,41.09
"16266","Religion and volunteering",1389,0.55
"16267","School / Study",1389,0.15
"16268","Social leisure",1389,14.58
"16269","Sport exercise",1389,1.19
"16270","TV/radio",1389,16.69
"16271","Cultural leisure",1390,1.88
"16272","Domestic work",1390,2.73
"16273","Eat drink",1390,6.15
"16274","Miscellaneous",1390,8.18
"16275","Nonsocial leisure",1390,5.31
"16276","Paid work",1390,1.54
"16277","Personal care",1390,41.06
"16278","Religion and volunteering",1390,0.55
"16279","School / Study",1390,0.15
"16280","Social leisure",1390,14.58
"16281","Sport exercise",1390,1.19
"16282","TV/radio",1390,16.69
"16283","Cultural leisure",1391,1.98
"16284","Domestic work",1391,2.65
"16285","Eat drink",1391,6.1
"16286","Miscellaneous",1391,8.13
"16287","Nonsocial leisure",1391,4.96
"16288","Paid work",1391,1.44
"16289","Personal care",1391,41.98
"16290","Religion and volunteering",1391,0.64
"16291","School / Study",1391,0.15
"16292","Social leisure",1391,14.36
